,length,reward,success,agent_velocity,agent_acceleration,agent_angular_change,max_acceleration,max_velocity
0,88,2.959448240323935,True,0.9759215366771781,0.14399246423990653,0.14439922767142954,0.05362332316148384,0.16086996948445154
1,288,2.605446329042109,True,0.9884508650844354,0.1273159815807557,0.1442089238183883,0.12292495632576875,0.36877486897730627
2,77,2.9685005959079995,True,0.9794586037669508,0.11007308034264594,0.6465312894269364,0.00639808072306273,0.01919424216918819
3,141,2.8968546026464677,True,0.9912417696604604,0.044634601421741034,0.07407678794521536,0.13795776646166652,0.41387329938499956
4,151,-3.0389225711990875,False,0.969828387019544,0.14193350012614347,0.19173510706935828,0.16314616841385132,0.48943850524155397
5,1,-3.0019082960101637,False,0.3,0.3,5.529457424256441,0.3378710884608283,1.013613265382485
6,51,-3.0506492584485665,False,0.9693397722578684,0.10038124755980435,0.18601125711313687,0.019958510155362985,0.059875530466088955
7,165,-3.212780076546447,False,0.9753528207219118,0.11127763491837636,0.12613965255324283,0.4135881170545087,1.2407643511635262
8,97,-3.041248954495079,False,0.9604014940505009,0.11350573734379045,0.11855469967381055,0.13707114069215454,0.4112134220764636
9,145,2.909495676355522,True,0.9464518711710701,0.2108260402391282,0.24449857839601463,0.4899830151582494,1.4699490454747481
10,148,2.918131242788341,True,0.956365799713793,0.17641108315689974,0.1777057181050088,0.3185743710307965,0.9557231130923896
11,24,-3.042723898799415,False,0.8763533465069852,0.2564443803501802,0.30311911495934635,0.44437598625333946,1.3331279587600184
12,242,2.749686578392386,True,0.9893327267238288,0.11969388435130802,0.6268523867528561,0.05877443583891032,0.17632330751673098
13,83,2.964031425229275,True,0.9771754205084925,0.11714327299680151,0.3142826375169228,0.4652830221314108,1.3958490663942325
14,37,-3.0450187366954498,False,0.9596236536805453,0.17181301836850685,1.4478809222889564,0.40704193654879195,1.221125809646376
15,28,-3.007233386919105,False,0.9064671419784701,0.2585312899417379,0.679366545662102,0.3764118486827299,1.1292355460481898
16,165,2.859199647322874,True,0.9876384420291767,0.12416447580479847,0.15021962589614907,0.22932327428004928,0.6879698228401478
17,252,-3.1642583685335617,False,0.9618742202127833,0.18131295640946962,0.2095078897992964,0.21232741687056222,0.6369822506116867
18,124,2.9215096363155015,True,0.9749288776041563,0.1566905796099093,0.85355872949991,0.31120868797312357,0.9336260639193708
19,164,2.8610946020610024,True,0.9869779715176494,0.1108533906424573,0.1379102750756537,0.0690328408714802,0.20709852261444062
20,94,2.9586170641180316,True,0.9718237842734074,0.1747866786923277,0.7355803147524032,0.09076094972104057,0.27228284916312173
21,130,2.9089134074107954,True,0.990029316111921,0.0824902349382633,0.30011250477591356,0.5610219630555119,1.6830658891665355
22,1,-3.000236309607319,False,0.0,0.0,1.2763481387858155,0.65124349236011,1.95373047708033
23,170,2.849242111348802,True,0.987797009125832,0.09214779738934209,0.09753314332346032,0.17099995509842364,0.512999865295271
24,100,2.947053495305132,True,0.9732541830919468,0.06437902180598369,0.13085082597548453,0.09652652655516172,0.2895795796654852
25,76,2.9687647819360503,True,0.9718789317862223,0.14648883815451205,0.16266975998407765,0.04529283313425814,0.1358784994027744
26,1,-3.001192871597679,False,0.3,0.3,4.835683903358841,0.41695942935602215,1.2508782880680664
27,111,2.936000057698291,True,0.9224670582146342,0.12581278982435565,0.20741655567526132,0.1887599060086001,0.5662797180258003
28,72,2.972513533653134,True,0.9664348727131897,0.1879004102557046,1.1419676109588677,0.5427701143010367,1.6283103429031103
29,74,2.970737542884425,True,0.9785584413053804,0.13429407573244478,0.21688121173072084,0.2400203369279637,0.7200610107838912
30,71,2.9730595974132723,True,0.9781817306364871,0.0971799138445849,0.11302891019604612,0.016854822274192806,0.05056446682257842
31,131,2.9183037136773398,True,0.9796857588145574,0.135131573874157,0.4418631812143781,0.22916923360140107,0.6875077008042032
32,118,2.9241913815205973,True,0.9897803970319166,0.020550518083236324,0.06687792479678073,0.5429757987830814,1.6289273963492443
33,87,2.9617836832406783,True,0.9810421368379668,0.1087502180732001,0.15862790410154817,0.06251224327475172,0.18753672982425515
34,216,-3.333566314764233,False,0.9825788405672726,0.14030993113061377,0.30043860075773676,0.24561322979852,0.73683968939556
