,length,reward,success,agent_velocity,agent_acceleration,agent_angular_change,alignment
0,90,2.9587501648973715,True,0.9661595722695252,0.20173803392978612,0.20606419032170167,9.74838743236244
1,170,2.860534488470005,True,0.9771080060176538,0.180516146816943,0.21208380072616845,9.239915738193021
2,91,-3.0592603548135906,False,0.9397335301248462,0.22364381152022614,0.242969439509278,8.024978252024031
3,51,2.986520650016427,True,0.9625978219519059,0.2050501759953549,0.30732149381362583,9.14262518661442
4,67,2.9762853460558487,True,0.9620009994370485,0.09576030662110566,0.17640445695638887,7.586551445593245
5,48,2.9867361486853565,True,0.9742092243512696,0.046240645773122625,0.1429996837299118,1.441291149800722
6,46,2.9929939116114213,True,0.9347277151821303,0.22480615784866997,0.8840898868916923,5.319655893769825
7,138,2.9054592178078553,True,0.9619199567968556,0.1845426666700414,0.7854984207413473,2.561809173489716
8,136,-3.101458774115638,False,0.9812971937183153,0.13924020650841912,0.2322428440131734,7.7563496693527085
9,163,2.8650437347000715,True,0.9800921050874108,0.1739316544062078,1.148150444258431,4.972864779058322
10,224,2.7963718963180706,True,0.9808366424433427,0.16944541759235224,0.24445964614454255,3.136005391417739
11,155,2.928473288774164,True,0.9266109846170436,0.20137446775103301,0.6081754240777776,3.677901271992682
12,98,2.9525865314183517,True,0.9793651115373867,0.17048776932613816,0.3571038799795564,6.343122821873313
13,199,2.8019822069321965,True,0.9848979553759958,0.13183701090804342,0.1354951260519076,0.034881334599733416
14,27,-3.00539971062364,False,0.9295034239566062,0.21423096260808808,0.398757480463869,1.7893877961278382
15,85,-3.0725964637610135,False,0.9593991889934008,0.17393719671120877,0.3235083730757481,4.297062351347259
16,93,-3.047369088473313,False,0.9286917840838481,0.2231739208381428,0.5302668224149694,4.359089273535288
17,90,-3.0672378979621064,False,0.9462400356315366,0.17455968518936457,0.22203602267340802,6.885228009766891
18,96,-3.0670233163256055,False,0.9547499863481596,0.19123157815486505,0.24237489746014687,9.05975486082781
19,163,2.868347110709256,True,0.9855242956394171,0.13829759802651959,0.17949348843905472,6.878177405141852
20,55,2.9878826667768235,True,0.9034997231666863,0.16038018941809581,0.47287925082524696,4.486125347653303
21,118,2.9501624115740763,True,0.979754023645931,0.15211356538250345,0.41440504239497816,0.33807542122586964
22,156,-3.2163342346441226,False,0.9691787778228501,0.17302703097194588,0.20301645739645394,8.57623504878784
23,2,-3.000243202610789,False,0.43997963588898276,0.29999999999999993,0.14875915543962004,7.885070083754856
24,220,2.846376702497599,True,0.9719433318376189,0.17582206579114287,0.20966467641470857,1.6782896874460096
25,169,2.8600704424280785,True,0.9716499567866965,0.10963085218463751,0.12063071253926534,5.076126787744163
26,61,2.981439993109069,True,0.9786610665037757,0.11708954632332357,0.22455965921417362,4.903788610453034
27,106,2.951545025419682,True,0.964842050259207,0.14458114786094506,0.3630416183394742,8.018490931993153
28,3,-3.004272168306855,False,0.2875005455202056,0.19999999999999996,0.8395785025551059,9.052493108830907
29,133,-3.1478206832911377,False,0.9765254716439785,0.20761071644657303,0.9095885901623584,5.750084124162265
30,1,-3.001757860234302,False,0.3,0.3,1.3410427251837516,0.03375299200538251
31,170,-3.1210555547495327,False,0.9527495732113094,0.16821333719795958,0.17411670275518806,3.1675928316981983
32,94,2.9681879132104823,True,0.9076502031516422,0.07394435482797801,0.21409455566077779,7.235145652655187
33,16,-3.0138275899011955,False,0.8332210497363682,0.23428856182028632,0.5246164346664085,1.6875239495165484
34,44,2.9903369238789597,True,0.9415285779328777,0.23654522996875535,0.25205499829941874,6.481599404806695
35,63,2.9784902569362393,True,0.9782171161455584,0.0935298851350056,0.1677729631437308,4.301997386166026
